comment_id,video_id,detected_lang,sentiment,misinfo_label,misinfo_score,topic_id
UgyiBzoO-A-SwKpHurd4AaABAg,dTI6kPeMy38,OTHER,positive,factual reporting,0.6022312641143799,-1
UgwJtJJs9US8EX0wMyh4AaABAg,jZ3zqKnsNzw,OTHER,positive,factual reporting,0.5159334540367126,-1
Ugzabn2rFrSPy1Mm6SJ4AaABAg,BimygmvTXsQ,EN,negative,opinion,0.504418671131134,11
UgzvIYY19KwvRCyPsdl4AaABAg,n5w-jXuFYfI,OTHER,positive,factual reporting,0.4589976966381073,-1
UgzoIqHixNXhtfnc-9d4AaABAg,h5J1znfI1-M,OTHER,positive,opinion,0.5671553611755371,1
UgzzuKPSkSpkU-PSBER4AaABAg,x40b9uK7-Sk,EN,negative,opinion,0.7676898241043091,-1
UgzR63XEsWvhAP2hpmF4AaABAg,L1zbXNs5qNE,EN,negative,factual reporting,0.8443458080291748,6
Ugw55xD1QO6nR7JFB1N4AaABAg,n5AbniZftMU,EN,negative,opinion,0.5502845644950867,-1
UgzfzRqJcWLFSCUaDFJ4AaABAg,7eglcAr_9nw,EN,negative,opinion,0.43187078833580017,2
UgwGb4idkxIGsophLqB4AaABAg,1-N4_ry3oXI,EN,positive,opinion,0.9172945618629456,1
UgyFrVOhfXHGOeLVZ-l4AaABAg,aUjku5wNqHw,OTHER,neutral,opinion,0.4427047669887543,13
Ugx5lPXIDu140VoQx894AaABAg,slWZgehFgQA,EN,positive,opinion,0.558459460735321,4
UgyH5dV0vBCqDbYutbt4AaABAg,ZUIEk40HOh4,EN,negative,misinformation,0.5885648131370544,1
UgzlEybsSgLGVDodCpp4AaABAg,Fn6dzW7GAoA,EN,neutral,opinion,0.49529606103897095,8
UgyK02DSUJd-FZJHlct4AaABAg,vtPHx85OIz0,EN,negative,opinion,0.4373389482498169,-1
UgygbqAW2dfCUD-V_Gp4AaABAg,l9zzwxuqgKM,EN,negative,misinformation,0.5821692943572998,-1
UgwnmOZVB5R2xdJCbb14AaABAg,TLh8BoeAl-g,OTHER,neutral,opinion,0.510090708732605,8
UgyQcsRAi9ns5ntLqmJ4AaABAg,lWEtvt5E-70,EN,neutral,factual reporting,0.6001154780387878,-1
Ugw6NuqYxDtGiiC6FoJ4AaABAg,QFkIZOs4KBo,EN,positive,opinion,0.694669246673584,7
UgwJUJ2Zs9elVezWlkt4AaABAg,EQX_sol-lq4,OTHER,negative,opinion,0.46224120259284973,8
UgwLewkRCOJmrdOw6ml4AaABAg,yzXZ7cZXifo,EN,negative,opinion,0.40791022777557373,-1
UgxuNvVn7FpHbcXA4Ih4AaABAg,kipwgA1Ku9Q,EN,positive,opinion,0.6799756288528442,-1
UgwEd-CqdsYmhdbtmOt4AaABAg,EfWOzkKeS9U,OTHER,negative,misinformation,0.40061795711517334,0
UgwFJA_NjD2KjY_CT9V4AaABAg,V7TMkZH1AkM,OTHER,positive,opinion,0.7371029853820801,-1
UgxgsxltATfGhZLJC_54AaABAg,-4GgQdTJv3k,OTHER,negative,misinformation,0.5058393478393555,5
UgzyOtrzDptI7NgQsdZ4AaABAg,WL40fPmIB3U,EN,negative,misinformation,0.70436030626297,1
UgyuVKVcvLh6jSIgRTF4AaABAg,4CZ11TV2Smc,OTHER,positive,opinion,0.5901662707328796,-1
UgwkzZAU9lXnO5cQywB4AaABAg,zVEH7Zt1j9A,EN,neutral,opinion,0.6558764576911926,3
UgyY0rvyiETEunwm6nN4AaABAg,1woSiW8EXtI,OTHER,positive,opinion,0.764781653881073,-1
UgzclU3qBTedbj46rc14AaABAg,jOcVXxMAt-Y,OTHER,neutral,misinformation,0.3450717329978943,0
Ugzmb_jxN0UnciKhJSF4AaABAg,armZdKv7QK4,OTHER,neutral,misinformation,0.5449449419975281,0
UgwNPn0vtGX7pPj4MSp4AaABAg,w32aISka7ng,EN,negative,misinformation,0.9026048183441162,-1
UgzvzF49rg5ZHm9wgBh4AaABAg,1Zy1lDrp894,OTHER,negative,misinformation,0.42653733491897583,2
UgwZVF6SfFSQtyfeMqZ4AaABAg,gZflEqbfwtM,EN,positive,opinion,0.630752444267273,0
UgzUeDstPPyN_ZDA8Ql4AaABAg,K5KVEU3aaeQ,EN,negative,opinion,0.8104044795036316,-1
Ugx8JO-mLL13IHMDPPN4AaABAg,XZfxT2ZGLAg,OTHER,neutral,opinion,0.6460404992103577,11
UgxITzD2LlURIKXUm-h4AaABAg,R5X5FfkC3nI,EN,negative,opinion,0.513828456401825,3
UgwYF1M6zhIoqpVZ3N94AaABAg,jMIIs71Y4WM,EN,negative,opinion,0.74495530128479,-1
Ugx38CzOsSkRkxrg_id4AaABAg,sPWDlZQElZw,OTHER,positive,opinion,0.6161378622055054,6
UgwI45EQZawZ__y7PD94AaABAg,G9M0fyyXrg4,OTHER,neutral,misinformation,0.5790627002716064,-1
Ugxw0PNORXfirNCdTVJ4AaABAg,2JtuqVEPJSw,OTHER,positive,factual reporting,0.6275114417076111,13
UgwQYMkrNx-CXDhyHVZ4AaABAg,1woSiW8EXtI,EN,positive,opinion,0.808093249797821,10
Ugxzx0MjYynQJjvqyHR4AaABAg,1799Rqn71A8,EN,neutral,factual reporting,0.4858698546886444,3
UgzyeD3-HY17WeeP_UB4AaABAg,xDjvRAsFtag,EN,negative,factual reporting,0.4022537171840668,-1
UgxDksHKWhcDKAF1G994AaABAg,gTmKpmqoP-8,OTHER,negative,misinformation,0.3170020878314972,-1
Ugyy-dgFOAE52mALv7B4AaABAg,t3Sdu_2qohQ,OTHER,negative,misinformation,0.5049844980239868,2
Ugx7lih5ZZphnEXcVEJ4AaABAg,aHnkzdh_4LE,EN,negative,opinion,0.5914887189865112,-1
UgyWcIKVIX5HLnbKMe54AaABAg,V1SgL56qjd0,OTHER,positive,opinion,0.43716108798980713,-1
Ugy5djPI5NcqvcrUyct4AaABAg,_2VuNZtVWJU,EN,positive,opinion,0.48725253343582153,4
Ugz1sIxDdBz7H4D6DXB4AaABAg,3NHoAC5NhSE,EN,negative,factual reporting,0.5638304352760315,6
UgzT6rwhZLERh0cJLPN4AaABAg,GRrHA4n5Evg,OTHER,positive,factual reporting,0.7430403232574463,0
Ugz7X3u3ruGBcimvkTx4AaABAg,LumNdsbbiTA,OTHER,positive,opinion,0.7883479595184326,6
Ugzgr2Lf93CdgKe899x4AaABAg,hsmDqGNZHXY,OTHER,positive,opinion,0.4088365137577057,-1
UgxZXJSo-eolKcx5-kV4AaABAg,Xec3JgMeQ1Y,EN,negative,misinformation,0.8664698004722595,-1
Ugz-N7FGgufL3PUkAs54AaABAg,ymsP2jZ0-Vc,EN,negative,opinion,0.5231398344039917,9
Ugw4LcpbJCjb3pUcusV4AaABAg,qflagMyV4Tc,OTHER,positive,opinion,0.8844993114471436,0
UgyIplKZYbhnUnxkozF4AaABAg,mVKsoc8uvkU,OTHER,neutral,opinion,0.5785446763038635,10
UgzruNP793jb0r3gL-d4AaABAg,RNIJQIX6q90,OTHER,positive,propaganda,0.34945186972618103,0
UgyElaQMSUWuLtIuE4R4AaABAg,PSWkDpPIcRk,EN,positive,opinion,0.8844921588897705,0
Ugx4zjc1-oMVLI5lc8x4AaABAg,hom0ZSH8ee8,EN,neutral,opinion,0.7237513661384583,0
Ugyh886Fj6gb3v9lOst4AaABAg,d2hGLaQQpUk,OTHER,neutral,factual reporting,0.41812029480934143,-1
UgzbmBFss65WxVM1SKZ4AaABAg,1LN-TWmgsVc,OTHER,positive,misinformation,0.46362078189849854,13
Ugyd1J88v5kDyZ3r1Rd4AaABAg,PEexQAkhFpM,OTHER,positive,factual reporting,0.6957755088806152,5
Ugzbk0HG-hIgmC2mR5p4AaABAg,8anblqF_azk,EN,negative,factual reporting,0.8545417785644531,0
Ugxygt7kIAjKxLnBjYR4AaABAg,m3cTcEdDZE8,OTHER,neutral,misinformation,0.39887702465057373,0
Ugym_2NQNhS5wvMc1c14AaABAg,ctkRDDlk0XA,OTHER,positive,opinion,0.6058248281478882,-1
UgyXLldrnAFjHSIKUZp4AaABAg,MJSjtM8p4R0,OTHER,positive,opinion,0.6033318638801575,0
UgwFWs22bZkHVBqqiK54AaABAg,l-58w5H7dpA,OTHER,positive,opinion,0.7209336757659912,-1
UgxKMZv5fD7LuEgHlmh4AaABAg,N8n1XkEBZxM,OTHER,negative,misinformation,0.7381166219711304,-1
UgxRFZXN9qPkxToxI_x4AaABAg,5JtF7f5Vtp4,EN,negative,opinion,0.5129222273826599,4
UgxToH7ydZmmSpxO37R4AaABAg,eT-3qHenWQI,OTHER,positive,opinion,0.5692089200019836,0
UgxQ_cNjsW3KO32T8I54AaABAg,vhpNTwi44D8,EN,neutral,factual reporting,0.38716068863868713,9
UgyGNITVjq72fIh_7Qh4AaABAg,E9qYOeJuf1c,EN,negative,misinformation,0.633584201335907,5
UgwVEAANgs1Q1e0uZdp4AaABAg,f3SgqCUY4Ac,EN,negative,opinion,0.5259778499603271,-1
Ugx21oGdr7Z5fugM6fF4AaABAg,_PuKAFjT5Bs,EN,neutral,misinformation,0.43219733238220215,0
UgyvdsZyxjJrffTgjYh4AaABAg,bA8Fuc4I3Vw,EN,negative,opinion,0.7192060351371765,10
UgyQr07RmH4_XbFp4Ap4AaABAg,-9ZTXV-EP_s,EN,negative,opinion,0.8772581815719604,1
Ugxp0WrvQOIq3r4ltQN4AaABAg,kxs3yNjlzkg,EN,neutral,opinion,0.7955096960067749,-1
Ugw5nShTKIv_TqChx354AaABAg,k80Q7YNuDlA,OTHER,positive,factual reporting,0.413763165473938,-1
UgxoW-H7W3l7EEXHKL54AaABAg,d2hGLaQQpUk,EN,positive,factual reporting,0.516058623790741,16
UgwA1XreeXzapV5nV2t4AaABAg,xMW0HPAPCPc,OTHER,negative,opinion,0.6114880442619324,0
Ugw8jyACHjwvN-pBWvJ4AaABAg,0ivueUVY2CM,OTHER,positive,opinion,0.4704233705997467,-1
UgxbumqPBd8Xn5x6QUd4AaABAg,XSTu5k4lep4,OTHER,neutral,opinion,0.6295773386955261,6
UgxX7sylfECqoFbMlTJ4AaABAg,QBXQdqLnQks,OTHER,positive,opinion,0.5218334197998047,0
UgyIdx4khNAswydtD8l4AaABAg,q36ivMy999M,EN,positive,factual reporting,0.6760150194168091,-1
UgxxIuSGTlrjTwhI0GV4AaABAg,eef-2uz1S7o,EN,positive,opinion,0.6853722929954529,11
UgxUX8nEH8b919ruPcB4AaABAg,-dvaPrbD0VQ,OTHER,positive,opinion,0.5221561789512634,-1
Ugy8vilo6m2p94-Eyuh4AaABAg,7usH_ecG4zE,OTHER,positive,opinion,0.6018879413604736,1
UgyPgfsgiotTL8oW17V4AaABAg,3YLX2RKcgBQ,EN,positive,opinion,0.44988200068473816,-1
UgyUjiBkuXe3OTSIVsZ4AaABAg,tfoGxSPVWDo,OTHER,positive,factual reporting,0.890118420124054,0
Ugw7cYqA9O9jVlzj4KZ4AaABAg,-rSSaRLBPu8,OTHER,positive,opinion,0.7427952885627747,0
UgxXRkzFjG4hgPduSjV4AaABAg,VWScrqXj3bw,EN,negative,opinion,0.4079441726207733,5
Ugxnzj3cCzdorvdm5Yx4AaABAg,KBApP39IwtU,EN,positive,opinion,0.6430251598358154,7
UgzZUc2AzbhpsRQOjtN4AaABAg,0I1PjSkbVkA,OTHER,positive,misinformation,0.36876410245895386,-1
UgzNIDswJRCI7lB3UFV4AaABAg,jZ3zqKnsNzw,EN,positive,opinion,0.6640616655349731,-1
UgyRJwpsfJLyns0veZB4AaABAg,sBlZJVc5I5k,OTHER,positive,factual reporting,0.653861403465271,3
UgzuV3Ax0D7YPzLrGFV4AaABAg,-9ZTXV-EP_s,OTHER,positive,factual reporting,0.5007432699203491,11
Ugzn07edA9Pwo4UQnYJ4AaABAg,0rr1DG3eOho,OTHER,positive,misinformation,0.5616754293441772,7
Ugy8P-AJLFCrQuZsKJd4AaABAg,IDWftuJswXU,EN,negative,misinformation,0.45804494619369507,4
UgwOzNACkmhQGAY5iVF4AaABAg,kkQPfszaVro,OTHER,positive,opinion,0.6877409219741821,7
UgwTE9YfjR3onr9X6XZ4AaABAg,qIvpZ9wehGE,OTHER,neutral,misinformation,0.5840564370155334,-1
Ugwoaqjo4z7elrRR_h14AaABAg,K_S6DVwdJDQ,OTHER,positive,misinformation,0.4286549985408783,-1
UgzdX7MsA-_F6iAY4KR4AaABAg,Npf-B5Av7aQ,EN,negative,opinion,0.4821152985095978,-1
UgzQvNQsFaZamebxMC14AaABAg,bhTxzqnjInI,OTHER,positive,misinformation,0.3775399625301361,-1
UgwtZXK_xsiFd8Jqe-d4AaABAg,FS8Z26NAM0k,OTHER,negative,propaganda,0.7268998026847839,0
UgxuBMXvvdTcnJAV7GB4AaABAg,GpaipWoTYu8,EN,negative,misinformation,0.5365163087844849,6
UgwGfSEdQ19P9NKPH4h4AaABAg,1uDLtrm9uQU,EN,neutral,misinformation,0.5644805431365967,1
Ugw6_eqgSbaBLVrlWQF4AaABAg,h5iyA_L1W4I,EN,positive,opinion,0.6059033870697021,-1
UgzGoUWSMiKzUU22gex4AaABAg,iqXwCTGcUj8,EN,negative,misinformation,0.5505733489990234,-1
UgzFqgP0sRyVj91oQOx4AaABAg,vf2mw8Y_nIo,EN,negative,opinion,0.6293801665306091,-1
Ugy9CfHKRqEMqubxi-94AaABAg,8_YuS-uw0bM,OTHER,neutral,opinion,0.7025146484375,4
Ugx-DOJrlSyw5GbLWl94AaABAg,x0uX2oMVdkw,EN,neutral,opinion,0.7954534888267517,-1
UgzfLWWUaoCbzm5qOH14AaABAg,kJLRrqe-2KU,OTHER,positive,opinion,0.4751822352409363,-1
Ugw3RMC4QpI9l8uSi3Z4AaABAg,YNtWJNPCPPs,EN,positive,opinion,0.7239663600921631,10
UgwLm4yQgstU4xjYnr54AaABAg,qG0Jx7EwDus,OTHER,positive,opinion,0.5560354590415955,0
Ugyl-7tdKdzMxSUGK_N4AaABAg,NHtnvucfmsg,EN,positive,opinion,0.922494113445282,10
UgwUNEWemiGiNOSMi6V4AaABAg,t2Hz1OO3Tnw,OTHER,positive,opinion,0.4828762710094452,5
UgwSn9igqtBRs_ovXs14AaABAg,CtWYTEwgiiM,OTHER,neutral,misinformation,0.7957409620285034,3
Ugwe1cSNutZMTycxynR4AaABAg,4DA-KpWwxfo,EN,positive,opinion,0.9337784647941589,-1
UgwBAx9GLtP_7DtLz-t4AaABAg,ri6eHSvKgZM,EN,positive,opinion,0.45026570558547974,6
UgxvffS6TPJNE5K_eZN4AaABAg,EADxSgKJfIg,OTHER,positive,opinion,0.8812742829322815,-1
UgwbzXt7NIqezFi6XRp4AaABAg,PPqdJQM760c,EN,negative,misinformation,0.4177452027797699,9
Ugz-n8ERWcHaC7FEIAN4AaABAg,Snacs_aNo8s,OTHER,neutral,opinion,0.575735330581665,3
UgydOC1Ww2w8ZJKHVR54AaABAg,_ysdWGaIcts,EN,negative,opinion,0.634171724319458,-1
UgwUUQDcjlWrSHiUXL14AaABAg,S6pSSjiRlAk,EN,positive,opinion,0.542962372303009,4
UgwTptDg6QVqbdRTCO14AaABAg,rQJBLVKR6EE,EN,negative,factual reporting,0.3786225914955139,3
UgyzGkfkGhGfn9go_sN4AaABAg,kG7J7XstEfY,EN,positive,opinion,0.5399757623672485,0
UgxV8sWa4ZQyHgy62jR4AaABAg,oAMTXYzH9ss,OTHER,positive,opinion,0.7885810732841492,11
UgxB0EKG08n-etLP6jB4AaABAg,PEexQAkhFpM,EN,positive,opinion,0.6389942169189453,0
Ugzs71XGCjRnKy9_C614AaABAg,37k1BD-wYMs,EN,negative,opinion,0.7617865204811096,2
Ugzg5ZXF6_31nIjOPeV4AaABAg,UALkaIFaYgg,EN,positive,opinion,0.43801766633987427,10
UgwOitRDjRUvFPfK17p4AaABAg,EZUml_eUdxY,OTHER,positive,propaganda,0.7489888668060303,2
UgwF9_v0grlkhmQNb594AaABAg,eqHdmDceQ9w,OTHER,neutral,misinformation,0.41473060846328735,1
Ugy_wxhX7TXbohoW9YJ4AaABAg,s0-GMhAgBWA,OTHER,positive,opinion,0.6528900265693665,5
Ugwq7uT8G15IivY4PTR4AaABAg,aVPcnXvDGGY,EN,positive,opinion,0.7218830585479736,1
UgzpoYeYc76qGhen24R4AaABAg,3J-nHZtf2fY,EN,positive,factual reporting,0.7807756066322327,0
Ugyjv7AXml5y08Qt89B4AaABAg,NC0M1fe597o,EN,positive,opinion,0.7015873789787292,-1
UgxVHA5bpNRX0ETgAtR4AaABAg,zY9ohkM3CUU,EN,positive,opinion,0.6810067892074585,9
UgyOlsOaOhtfNF3MBHt4AaABAg,vglLBD3PMv8,OTHER,negative,misinformation,0.4898928999900818,9
Ugxt7nmP3mz2nMS9lLl4AaABAg,6zuzH4wpNkQ,OTHER,negative,misinformation,0.4372146427631378,9
UgxctCNeUSNEVkfRsXJ4AaABAg,wiw7pEiH2gM,OTHER,negative,misinformation,0.38599640130996704,0
UgyXYS6_lb_OPsLzdJp4AaABAg,_u-2eMVdDW0,OTHER,negative,misinformation,0.41766464710235596,-1
UgzN45fEYN5MWavmH8F4AaABAg,BbqgVFwOzcE,OTHER,positive,opinion,0.732526421546936,5
Ugwifyc5rEsrUyPAO054AaABAg,bZaW7_7i9_I,OTHER,neutral,misinformation,0.8022593855857849,0
UgxmUKpAVXyMRAWBNmJ4AaABAg,4WJB0fKSYDc,OTHER,neutral,factual reporting,0.5718104243278503,-1
UgyzSO4B9BxUb6Mk0nJ4AaABAg,-4GgQdTJv3k,OTHER,negative,opinion,0.33987706899642944,3
UgxGHmc19wwffUGou6F4AaABAg,DSpZdn4wV74,OTHER,positive,opinion,0.5218334197998047,-1
UgxkKztryKqdOQ6wcsR4AaABAg,2sC73Of0Jjg,OTHER,negative,opinion,0.4940522313117981,1
UgxQV1vdkvwjn-mI9MZ4AaABAg,q6Y3cKMPtyU,EN,positive,opinion,0.4627697467803955,1
Ugy3N9oTyVbPDa-cWph4AaABAg,dkpgL6ueejM,EN,neutral,opinion,0.540528416633606,-1
UgyjSf0n3U_Wp_fTYmF4AaABAg,yROKGoY18uY,OTHER,positive,factual reporting,0.6896697878837585,-1
UgwvX61eAVJPC4eJ2eZ4AaABAg,3YLX2RKcgBQ,EN,negative,opinion,0.5582166910171509,10
UgxiTinH39_ayuRMrwF4AaABAg,ri6eHSvKgZM,OTHER,negative,opinion,0.35473424196243286,-1
UgzO2c1M5OmLRjXUPPx4AaABAg,R93RQq9ar_A,EN,positive,opinion,0.6505324840545654,-1
Ugyakn5xCb25r0eKrVd4AaABAg,3OSJetbIM0Q,OTHER,positive,opinion,0.5806002020835876,-1
Ugy_E4vzlYhMAKJcAX94AaABAg,0gYEYDCQJzc,OTHER,positive,opinion,0.6191165447235107,-1
UgyrwpS84cNhYgHgHlJ4AaABAg,N8n1XkEBZxM,OTHER,positive,factual reporting,0.4225628972053528,3
Ugy1_ZnxOMl_37idQOl4AaABAg,ZIKFznILifM,EN,negative,opinion,0.6710655689239502,-1
UgxxrJHu1NOYcUxma-Z4AaABAg,Q1UI1cy5zTo,OTHER,positive,opinion,0.49608904123306274,-1
Ugzjlx67tDtRD2KeTQp4AaABAg,drMONM2ErPw,OTHER,neutral,misinformation,0.48237931728363037,0
Ugz0IK8lie5FpxhzgbF4AaABAg,2mnXSEzpZus,EN,neutral,misinformation,0.5308495163917542,-1
UgxnTK1CawnVi6GzYL94AaABAg,LBnY3Z1V1Lw,OTHER,negative,misinformation,0.47797226905822754,-1
Ugz-jhzXswKfRwyykA14AaABAg,cB-U0cN0MPM,EN,positive,opinion,0.5530043840408325,-1
UgxiPLKb3qExUsd8wC94AaABAg,ZUIEk40HOh4,EN,neutral,opinion,0.4626772999763489,11
Ugy_w11F9xV7XJPraTF4AaABAg,IlNS2tAXcNw,EN,negative,opinion,0.6942810416221619,4
UgxfpczAZ-dXSX6NvvF4AaABAg,Q_YuRHRvkYs,EN,positive,opinion,0.692478597164154,1
UgxbwqXPFELeeXEUywx4AaABAg,HLHV_-0zl7U,OTHER,positive,opinion,0.34086623787879944,4
UgzUyUsLRUenGqpTCW94AaABAg,AtDYrZpcP7U,OTHER,positive,opinion,0.6385310888290405,0
Ugydd31OQdqaRbCpan14AaABAg,iIW6kWtP-1Q,OTHER,negative,misinformation,0.3750258684158325,-1
UgxBHWRaosf8I0cLK_h4AaABAg,Zegyf36QnF4,EN,negative,opinion,0.5709948539733887,-1
UgwC2r_ELZ5bzS5Y7s94AaABAg,9HBALp1UxPw,OTHER,positive,misinformation,0.5135019421577454,-1
UgwW39eLHTgDgk0ujJJ4AaABAg,Cx4GvzjRMx8,EN,negative,misinformation,0.4572746455669403,1
Ugwt-HQMKCOm31q2rdx4AaABAg,lvg8pBJ2kFg,EN,positive,opinion,0.720649242401123,-1
UgwjNBL8EfcECLJwjQd4AaABAg,O-ptFSdZXrs,OTHER,neutral,opinion,0.4106578230857849,3
UgzOANfjSYJvXqezW954AaABAg,B9cFyw-kR6s,OTHER,positive,opinion,0.35473281145095825,0
UgwQVVh3zy4rS1q2Jt54AaABAg,tpeDX8QXBWs,EN,negative,opinion,0.7554275989532471,-1
Ugxjkq2E8uTa6qgnt654AaABAg,2j1W7HOoQXY,EN,positive,misinformation,0.5897785425186157,1
UgzkM9vM43ahtks-Ig14AaABAg,wZHQChfMNIU,EN,negative,misinformation,0.6345425248146057,3
UgwkOs9E7l4l_hPiEZt4AaABAg,Og3Adj3j2AM,EN,neutral,factual reporting,0.7457649111747742,8
UgwhT256gJU5ypKbJBN4AaABAg,PPqdJQM760c,EN,negative,opinion,0.6858588457107544,-1
UgyGL-9OeqNva39CYnF4AaABAg,xMW0HPAPCPc,EN,negative,factual reporting,0.8775134086608887,0
UgxhKCtU-v-rb0lQRCV4AaABAg,7QGy7L_7Mzc,OTHER,negative,opinion,0.5787174105644226,0
UgxViH9H5M7PqpI05-l4AaABAg,CC_c-DrbJDc,OTHER,negative,misinformation,0.9724885821342468,-1
UgwhlRsOny3nhPazZ8p4AaABAg,zBdM3e553S8,OTHER,positive,opinion,0.8803344964981079,-1
UgzT1wTgVnCKmBt_u4Z4AaABAg,JkdGZDYTivI,EN,negative,misinformation,0.4790399670600891,1
UgybWGrH-vuRQ7yrCqN4AaABAg,Ix7Y7sIhv-E,OTHER,neutral,opinion,0.7214806079864502,4
UgwUjxUcDHfX_QT-ihx4AaABAg,8OZZRGsV8WQ,EN,negative,opinion,0.696244478225708,12
UgzWS6WJpwBG1tO953p4AaABAg,6DGyWSU8MNk,OTHER,positive,opinion,0.3731590509414673,-1
UgxNEXfIR_fTCiC96B94AaABAg,9SLCpgUSITk,EN,positive,opinion,0.7991005778312683,3
UgwT0Ac8BZqd74Zxt3B4AaABAg,KadF0nB2M3E,OTHER,positive,opinion,0.7253298163414001,-1
UgwVwJJbsKfrLD_cdYF4AaABAg,gfGNAPEn1Yg,OTHER,positive,opinion,0.4685869812965393,6
UgwbW_bNM9cM5TgCP1R4AaABAg,Yz2UeOd8CjQ,EN,negative,opinion,0.30752289295196533,0
